age,workclass,education,marital-status,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
56,Private,Bachelors,Married-civ-spouse,Husband,White,Male,0,0,50,United-States,>50K
43,Private,HS-grad,Married-civ-spouse,Husband,White,Male,0,0,70,United-States,<=50K
40,Private,HS-grad,Married-civ-spouse,Wife,White,Female,0,0,24,United-States,>50K
23,Private,Bachelors,Never-married,Not-in-family,Asian-Pac-Islander,Female,0,0,20,United-States,<=50K
41,Private,HS-grad,Married-civ-spouse,Husband,White,Male,0,0,45,Others,>50K
62,Private,HS-grad,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,0,0,40,Others,<=50K
34,Local-gov,Bachelors,Married-civ-spouse,Husband,White,Male,0,0,40,United-States,>50K
59,Private,HS-grad,Never-married,Not-in-family,Black,Male,0,0,60,United-States,<=50K
28,Private,HS-grad,Never-married,Other-relative,White,Male,0,0,60,United-States,<=50K
29,Self-emp-not-inc,HS-grad,Married-civ-spouse,Husband,White,Male,0,0,40,United-States,<=50K
39,Private,Some-college,Divorced,Other-relative,White,Female,0,0,35,United-States,<=50K
65,Local-gov,HS-grad,Married-civ-spouse,Husband,White,Male,0,0,8,United-States,<=50K
50,Private,HS-grad,Married-civ-spouse,Husband,White,Male,0,0,50,United-States,>50K
25,Private,Bachelors,Divorced,Not-in-family,White,Male,0,0,40,United-States,<=50K
30,Private,Bachelors,Never-married,Not-in-family,White,Female,0,0,40,United-States,<=50K
42,Private,Masters,Married-civ-spouse,Husband,White,Male,15024,0,50,Others,>50K
40,Self-emp-not-inc,Bachelors,Married-civ-spouse,Husband,White,Male,0,0,50,United-States,<=50K
37,Private,Masters,Divorced,Not-in-family,White,Male,0,0,65,United-States,<=50K
35,Private,HS-grad,Married-civ-spouse,Husband,White,Male,0,0,60,United-States,<=50K
30,Private,Some-college,Married-civ-spouse,Husband,White,Male,0,0,40,United-States,<=50K
49,Private,Some-college,Divorced,Not-in-family,White,Male,0,0,40,United-States,<=50K
32,Private,Bachelors,Never-married,Not-in-family,White,Male,0,0,55,United-States,<=50K
21,Private,Some-college,Never-married,Not-in-family,White,Female,0,0,40,United-States,<=50K
44,Local-gov,Some-college,Married-civ-spouse,Husband,Black,Male,0,0,99,United-States,<=50K
58,Private,HS-grad,Married-civ-spouse,Husband,White,Male,0,0,45,United-States,>50K
29,Private,Some-college,Married-civ-spouse,Husband,White,Male,0,0,40,Others,>50K
51,Private,HS-grad,Married-civ-spouse,Husband,White,Male,0,0,40,United-States,>50K
36,Private,Some-college,Married-civ-spouse,Husband,White,Male,0,0,44,United-States,<=50K
53,Self-emp-not-inc,Bachelors,Married-civ-spouse,Husband,White,Male,0,2415,40,United-States,>50K
29,Private,Some-college,Never-married,Not-in-family,White,Female,0,0,40,United-States,<=50K
43,Private,Some-college,Married-civ-spouse,Wife,White,Female,4064,0,15,United-States,<=50K
39,Private,Some-college,Divorced,Not-in-family,White,Female,8614,0,40,United-States,>50K
38,Private,Some-college,Never-married,Not-in-family,White,Male,0,0,45,United-States,<=50K
61,Local-gov,Masters,Divorced,Not-in-family,White,Female,0,0,70,United-States,<=50K
55,Private,Masters,Divorced,Not-in-family,White,Female,14084,0,40,United-States,>50K
46,Private,HS-grad,Divorced,Not-in-family,White,Male,0,0,25,United-States,<=50K
34,Private,HS-grad,Married-civ-spouse,Husband,White,Male,0,0,44,United-States,<=50K
58,Private,HS-grad,Married-civ-spouse,Husband,White,Male,0,0,40,United-States,>50K
49,Private,Some-college,Divorced,Not-in-family,White,Female,0,0,40,United-States,<=50K
33,Private,HS-grad,Married-civ-spouse,Husband,White,Male,0,0,60,United-States,<=50K
18,Private,HS-grad,Never-married,Not-in-family,White,Male,0,0,30,United-States,<=50K
35,Private,Bachelors,Never-married,Not-in-family,White,Female,0,0,40,United-States,<=50K
55,Private,Doctorate,Married-civ-spouse,Husband,White,Male,0,0,60,United-States,>50K
24,Private,Some-college,Never-married,Other-relative,White,Male,0,0,40,Others,<=50K
61,Private,HS-grad,Married-civ-spouse,Husband,White,Male,0,0,30,United-States,<=50K
27,Self-emp-not-inc,HS-grad,Married-civ-spouse,Husband,White,Male,0,0,65,United-States,>50K
36,Private,HS-grad,Married-civ-spouse,Husband,White,Male,0,0,40,United-States,<=50K
35,Private,HS-grad,Married-civ-spouse,Husband,White,Male,0,1740,40,United-States,<=50K
45,Private,HS-grad,Married-civ-spouse,Husband,White,Male,0,0,40,United-States,<=50K
27,Private,HS-grad,Never-married,Not-in-family,White,Male,0,0,40,United-States,<=50K
33,Private,Some-college,Married-civ-spouse,Husband,White,Male,0,0,55,United-States,<=50K
23,Private,Bachelors,Never-married,Not-in-family,White,Male,0,0,40,United-States,<=50K
26,Private,Bachelors,Married-civ-spouse,Husband,White,Male,4064,0,50,United-States,<=50K
47,Self-emp-not-inc,Bachelors,Never-married,Not-in-family,Black,Male,10520,0,45,United-States,>50K
90,Self-emp-not-inc,HS-grad,Never-married,Not-in-family,White,Male,2964,0,12,United-States,<=50K
56,Local-gov,HS-grad,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,0,0,40,Others,<=50K
54,Self-emp-not-inc,HS-grad,Married-civ-spouse,Husband,White,Male,0,0,40,United-States,<=50K
26,Self-emp-not-inc,HS-grad,Never-married,Other-relative,Asian-Pac-Islander,Male,0,0,50,United-States,>50K
54,Private,Some-college,Never-married,Not-in-family,White,Male,0,0,40,United-States,<=50K
48,Private,HS-grad,Married-civ-spouse,Husband,White,Male,0,0,55,United-States,>50K
34,Private,HS-grad,Married-civ-spouse,Husband,White,Male,0,0,40,United-States,>50K
46,Private,Masters,Married-civ-spouse,Husband,White,Male,0,0,45,United-States,>50K
39,Self-emp-not-inc,Bachelors,Divorced,Not-in-family,Black,Male,0,1669,60,Others,<=50K
33,Private,Bachelors,Married-civ-spouse,Husband,White,Male,15024,0,60,United-States,>50K
25,Private,HS-grad,Married-civ-spouse,Husband,White,Male,0,0,40,United-States,<=50K
42,Private,HS-grad,Married-civ-spouse,Husband,White,Male,0,0,40,United-States,<=50K
30,Private,HS-grad,Married-civ-spouse,Husband,White,Male,0,0,40,United-States,<=50K
26,Private,HS-grad,Married-civ-spouse,Husband,White,Male,0,0,40,Others,<=50K
51,Private,HS-grad,Married-civ-spouse,Husband,White,Male,3103,0,40,United-States,>50K
62,Private,HS-grad,Married-civ-spouse,Husband,White,Male,0,0,20,United-States,<=50K
24,State-gov,Bachelors,Never-married,Not-in-family,White,Male,0,0,40,United-States,<=50K
32,Private,HS-grad,Married-civ-spouse,Husband,White,Male,0,0,50,United-States,<=50K
36,Private,Some-college,Married-civ-spouse,Husband,White,Male,0,0,50,United-States,<=50K
41,Self-emp-not-inc,HS-grad,Married-civ-spouse,Husband,White,Male,0,0,10,United-States,<=50K
42,Private,HS-grad,Married-civ-spouse,Husband,White,Male,0,1887,40,United-States,>50K
32,Private,Bachelors,Never-married,Not-in-family,White,Male,0,0,40,United-States,>50K
36,Private,HS-grad,Divorced,Not-in-family,White,Male,0,0,55,United-States,<=50K
26,Private,HS-grad,Never-married,Not-in-family,White,Male,0,0,40,United-States,<=50K
29,State-gov,HS-grad,Married-civ-spouse,Husband,White,Male,0,0,40,United-States,>50K
39,Private,Some-college,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,0,0,84,United-States,>50K
30,Local-gov,HS-grad,Never-married,Not-in-family,White,Male,0,0,40,United-States,<=50K
24,Private,Bachelors,Never-married,Not-in-family,White,Female,0,0,40,United-States,<=50K
24,Private,HS-grad,Never-married,Not-in-family,White,Female,0,0,40,United-States,<=50K
23,Private,HS-grad,Never-married,Not-in-family,White,Male,0,0,48,United-States,<=50K
50,Local-gov,HS-grad,Never-married,Not-in-family,Black,Female,0,0,40,United-States,<=50K
42,Private,Bachelors,Married-civ-spouse,Husband,White,Male,7298,0,45,United-States,>50K
39,Private,HS-grad,Married-civ-spouse,Husband,White,Male,0,0,55,United-States,<=50K
35,Private,Some-college,Never-married,Not-in-family,White,Male,0,0,45,Others,<=50K
64,Self-emp-not-inc,Bachelors,Married-civ-spouse,Husband,White,Male,0,0,24,United-States,>50K
44,Private,Some-college,Divorced,Other-relative,White,Female,0,0,40,United-States,<=50K
31,Private,Some-college,Never-married,Not-in-family,White,Female,0,0,52,United-States,<=50K
54,Self-emp-not-inc,Bachelors,Married-civ-spouse,Husband,White,Male,0,0,40,United-States,>50K
42,Private,HS-grad,Divorced,Not-in-family,White,Male,0,1980,46,United-States,<=50K
26,Private,HS-grad,Never-married,Not-in-family,White,Male,0,0,45,United-States,<=50K
24,Private,Some-college,Never-married,Not-in-family,White,Male,0,0,30,United-States,<=50K
42,Private,Bachelors,Married-civ-spouse,Husband,White,Male,3137,0,40,United-States,<=50K
22,State-gov,Some-college,Married-civ-spouse,Husband,Black,Male,0,0,15,United-States,<=50K
35,Private,HS-grad,Divorced,Not-in-family,White,Male,0,1741,60,United-States,<=50K
46,Local-gov,Masters,Married-civ-spouse,Husband,White,Male,0,0,50,United-States,>50K
52,Local-gov,HS-grad,Married-civ-spouse,Husband,White,Male,0,2051,40,United-States,<=50K
38,Private,HS-grad,Married-civ-spouse,Husband,White,Male,0,1902,40,United-States,>50K
25,Private,HS-grad,Never-married,Not-in-family,White,Male,0,2001,50,United-States,<=50K
54,Private,Masters,Married-civ-spouse,Husband,White,Male,0,1887,44,United-States,>50K
25,Private,Bachelors,Never-married,Not-in-family,White,Female,0,0,50,United-States,<=50K
37,Private,Masters,Never-married,Not-in-family,White,Female,0,0,38,United-States,>50K
22,Private,Bachelors,Never-married,Not-in-family,White,Male,0,0,20,Others,<=50K
23,Private,Bachelors,Married-civ-spouse,Other-relative,White,Female,0,0,40,United-States,<=50K
29,Private,Bachelors,Never-married,Not-in-family,White,Male,8614,0,45,United-States,>50K
39,Private,HS-grad,Married-civ-spouse,Husband,White,Male,0,0,30,United-States,<=50K
52,Private,HS-grad,Married-civ-spouse,Husband,White,Male,0,0,40,United-States,>50K
37,State-gov,HS-grad,Married-civ-spouse,Husband,White,Male,0,0,40,United-States,>50K
22,Private,HS-grad,Never-married,Not-in-family,White,Male,0,0,70,United-States,<=50K
42,Private,Some-college,Divorced,Not-in-family,Black,Female,0,0,40,United-States,<=50K
66,Private,HS-grad,Never-married,Other-relative,Black,Female,0,0,3,United-States,<=50K
73,Self-emp-not-inc,HS-grad,Married-civ-spouse,Wife,White,Female,0,0,25,United-States,<=50K
56,Self-emp-not-inc,Some-college,Married-civ-spouse,Husband,White,Male,0,0,60,United-States,<=50K
44,Private,HS-grad,Never-married,Other-relative,White,Male,0,0,58,United-States,<=50K
20,Private,HS-grad,Never-married,Other-relative,White,Male,0,0,40,United-States,<=50K
23,Private,Some-college,Never-married,Not-in-family,White,Male,0,0,40,United-States,<=50K
41,Private,HS-grad,Married-civ-spouse,Husband,White,Male,0,0,40,United-States,>50K
32,Private,HS-grad,Never-married,Not-in-family,White,Female,0,0,34,United-States,<=50K
25,Private,HS-grad,Never-married,Not-in-family,White,Male,0,0,50,United-States,<=50K
46,Private,Bachelors,Married-civ-spouse,Husband,White,Male,7688,0,40,United-States,>50K
25,Private,Bachelors,Married-civ-spouse,Husband,White,Male,0,0,40,United-States,<=50K
23,Private,Some-college,Never-married,Not-in-family,White,Male,0,0,48,United-States,<=50K
63,Private,Some-college,Married-civ-spouse,Husband,White,Male,0,0,40,United-States,<=50K
23,Private,HS-grad,Never-married,Other-relative,Black,Male,0,0,40,United-States,<=50K
39,Local-gov,Bachelors,Married-civ-spouse,Husband,White,Male,0,1887,40,United-States,>50K
59,Private,Some-college,Married-civ-spouse,Husband,White,Male,0,1848,45,United-States,>50K
69,State-gov,Masters,Married-civ-spouse,Husband,White,Male,0,0,11,United-States,<=50K
50,Local-gov,Bachelors,Married-civ-spouse,Husband,White,Male,0,0,44,United-States,>50K
46,State-gov,HS-grad,Divorced,Not-in-family,White,Male,0,0,40,United-States,<=50K
34,Private,HS-grad,Never-married,Not-in-family,Black,Male,0,0,40,United-States,<=50K
66,Local-gov,Some-college,Divorced,Other-relative,White,Female,7896,0,40,Others,>50K
47,State-gov,Doctorate,Married-civ-spouse,Husband,White,Male,0,0,40,United-States,>50K
55,Private,HS-grad,Married-civ-spouse,Husband,White,Male,0,0,40,United-States,<=50K
50,Private,Bachelors,Divorced,Not-in-family,White,Male,0,0,45,United-States,<=50K
19,Private,Some-college,Never-married,Other-relative,White,Female,0,0,40,United-States,<=50K
35,Private,HS-grad,Married-civ-spouse,Husband,White,Male,0,0,50,United-States,>50K
39,Self-emp-not-inc,HS-grad,Divorced,Not-in-family,White,Male,8614,0,50,United-States,>50K
68,Private,HS-grad,Married-civ-spouse,Husband,White,Male,0,0,40,Others,>50K
37,Private,Some-college,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,0,0,40,Others,<=50K
41,Private,HS-grad,Married-civ-spouse,Wife,White,Female,0,0,20,United-States,<=50K
63,Private,HS-grad,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,2105,0,40,Others,<=50K
33,Private,Some-college,Married-civ-spouse,Husband,White,Male,0,0,20,United-States,<=50K
31,Private,HS-grad,Married-civ-spouse,Husband,White,Male,0,0,40,United-States,>50K
26,Private,HS-grad,Never-married,Not-in-family,White,Male,0,0,50,United-States,<=50K
28,Private,Some-college,Never-married,Not-in-family,White,Female,0,0,40,United-States,<=50K
23,Private,Some-college,Never-married,Other-relative,White,Male,0,0,40,United-States,<=50K
39,Private,HS-grad,Married-civ-spouse,Husband,White,Male,0,0,45,United-States,<=50K
36,Private,HS-grad,Married-civ-spouse,Husband,White,Male,0,0,60,United-States,>50K
36,Self-emp-not-inc,Bachelors,Married-civ-spouse,Husband,White,Male,0,0,50,Others,<=50K
46,Private,Some-college,Married-civ-spouse,Husband,White,Male,0,0,40,United-States,<=50K
44,Private,Bachelors,Married-civ-spouse,Husband,White,Male,0,0,40,United-States,<=50K
45,Private,HS-grad,Married-civ-spouse,Husband,White,Male,5013,0,40,United-States,<=50K
49,Private,Bachelors,Divorced,Other-relative,White,Female,0,0,35,United-States,<=50K
41,Private,HS-grad,Married-civ-spouse,Husband,White,Male,0,0,45,United-States,<=50K
30,Private,Some-college,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,0,0,50,United-States,>50K
30,Private,HS-grad,Never-married,Not-in-family,White,Male,0,0,40,Others,<=50K
50,State-gov,HS-grad,Married-civ-spouse,Husband,White,Male,0,0,40,Others,<=50K
29,Self-emp-not-inc,HS-grad,Married-civ-spouse,Husband,White,Male,0,0,45,United-States,<=50K
35,Private,HS-grad,Divorced,Not-in-family,White,Female,0,0,60,United-States,>50K
32,Self-emp-not-inc,Some-college,Married-civ-spouse,Husband,White,Male,0,0,50,United-States,<=50K
44,Private,Bachelors,Married-civ-spouse,Husband,White,Male,0,0,40,United-States,>50K
39,Private,Masters,Married-civ-spouse,Wife,White,Female,0,2415,65,United-States,>50K
49,Private,Some-college,Never-married,Not-in-family,White,Female,0,0,60,United-States,<=50K
55,Private,Bachelors,Married-civ-spouse,Wife,White,Female,3464,0,40,United-States,<=50K
43,Self-emp-not-inc,Bachelors,Married-civ-spouse,Wife,Asian-Pac-Islander,Female,0,0,80,Others,<=50K
43,Private,HS-grad,Married-civ-spouse,Husband,White,Male,0,0,40,United-States,>50K
30,Private,HS-grad,Married-civ-spouse,Husband,White,Male,0,0,45,United-States,<=50K
34,Private,Some-college,Married-civ-spouse,Husband,White,Male,0,1902,38,United-States,>50K
41,Private,Some-college,Married-civ-spouse,Husband,White,Male,0,0,48,United-States,>50K
36,Private,Masters,Married-civ-spouse,Husband,White,Male,15024,0,45,United-States,>50K
37,Private,HS-grad,Married-civ-spouse,Wife,White,Female,0,0,40,United-States,>50K
38,Private,HS-grad,Divorced,Not-in-family,White,Male,0,0,40,United-States,<=50K
34,Private,Bachelors,Never-married,Not-in-family,White,Female,0,0,36,United-States,<=50K
58,Private,HS-grad,Married-civ-spouse,Wife,White,Female,0,0,40,Others,<=50K
68,Private,Bachelors,Married-civ-spouse,Husband,White,Male,0,0,40,Others,>50K
29,Private,HS-grad,Never-married,Not-in-family,White,Female,0,0,50,United-States,<=50K
50,Private,HS-grad,Married-civ-spouse,Husband,White,Male,0,0,40,United-States,>50K
36,Self-emp-not-inc,Doctorate,Married-civ-spouse,Husband,White,Male,0,0,45,Others,>50K
42,Private,HS-grad,Married-civ-spouse,Wife,White,Female,7298,0,40,United-States,>50K
32,Self-emp-not-inc,Some-college,Married-civ-spouse,Husband,White,Male,0,0,30,United-States,<=50K
29,Private,Some-college,Never-married,Not-in-family,White,Male,0,0,45,United-States,<=50K
50,Private,HS-grad,Married-civ-spouse,Husband,White,Male,0,0,40,United-States,>50K
23,Private,Some-college,Never-married,Not-in-family,White,Male,0,0,25,United-States,<=50K
23,Private,Some-college,Never-married,Other-relative,Asian-Pac-Islander,Male,0,0,14,Others,<=50K
28,Private,HS-grad,Married-civ-spouse,Husband,White,Male,0,0,40,United-States,<=50K
25,Private,HS-grad,Married-civ-spouse,Husband,White,Male,0,0,35,United-States,<=50K
74,Self-emp-not-inc,HS-grad,Married-civ-spouse,Husband,White,Male,0,0,55,United-States,<=50K
37,Self-emp-not-inc,Bachelors,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,3137,0,77,Others,<=50K
31,Private,HS-grad,Married-civ-spouse,Husband,White,Male,0,0,45,United-States,<=50K
43,Self-emp-not-inc,HS-grad,Married-civ-spouse,Wife,White,Female,0,0,20,United-States,>50K
47,Private,Bachelors,Married-civ-spouse,Husband,White,Male,0,0,65,United-States,<=50K
25,Private,Some-college,Never-married,Not-in-family,White,Male,0,0,55,United-States,<=50K
39,Self-emp-not-inc,HS-grad,Married-civ-spouse,Husband,White,Male,0,0,70,United-States,<=50K
33,Private,HS-grad,Married-civ-spouse,Husband,White,Male,0,0,50,United-States,>50K
20,Private,Some-college,Married-civ-spouse,Husband,Black,Male,0,0,35,United-States,<=50K
45,Private,HS-grad,Married-civ-spouse,Husband,White,Male,0,0,40,United-States,<=50K
47,Private,HS-grad,Married-civ-spouse,Husband,White,Male,0,0,45,United-States,<=50K
24,Private,Some-college,Married-civ-spouse,Husband,White,Male,0,0,40,United-States,<=50K
61,Private,HS-grad,Married-civ-spouse,Husband,White,Male,0,0,50,United-States,>50K
43,Private,Some-college,Divorced,Not-in-family,White,Male,0,0,30,United-States,<=50K
31,Private,HS-grad,Married-civ-spouse,Husband,White,Male,0,0,60,United-States,<=50K
55,State-gov,Some-college,Divorced,Not-in-family,White,Male,0,0,40,United-States,<=50K
36,State-gov,HS-grad,Married-civ-spouse,Husband,White,Male,7298,0,40,United-States,>50K
30,Private,HS-grad,Never-married,Not-in-family,White,Male,0,0,45,United-States,>50K
42,Private,HS-grad,Married-civ-spouse,Husband,White,Male,0,0,40,United-States,<=50K
35,Local-gov,Bachelors,Married-civ-spouse,Husband,White,Male,0,0,40,United-States,>50K
57,Private,HS-grad,Married-civ-spouse,Husband,White,Male,0,0,40,United-States,<=50K
43,Private,HS-grad,Married-civ-spouse,Husband,Black,Male,4386,0,40,United-States,>50K
30,Private,HS-grad,Married-civ-spouse,Husband,Black,Male,0,0,40,United-States,<=50K
64,Private,Bachelors,Married-civ-spouse,Husband,White,Male,0,0,40,United-States,>50K
64,Private,HS-grad,Married-civ-spouse,Husband,White,Male,0,0,5,United-States,<=50K
42,State-gov,Some-college,Married-civ-spouse,Husband,Black,Male,0,0,40,United-States,<=50K
32,Private,Bachelors,Married-civ-spouse,Husband,White,Male,0,0,50,United-States,>50K
46,Private,HS-grad,Married-civ-spouse,Husband,White,Male,0,0,40,United-States,>50K
60,Private,Some-college,Married-civ-spouse,Husband,White,Male,7298,0,40,United-States,>50K
34,State-gov,Doctorate,Married-civ-spouse,Wife,White,Female,0,0,50,United-States,>50K
63,Private,HS-grad,Divorced,Not-in-family,White,Female,0,0,40,United-States,<=50K
31,Self-emp-not-inc,HS-grad,Married-civ-spouse,Husband,White,Male,0,0,40,United-States,>50K
47,Private,HS-grad,Married-civ-spouse,Husband,White,Male,0,0,40,United-States,<=50K
21,Private,HS-grad,Never-married,Not-in-family,White,Male,0,0,44,United-States,<=50K
38,Private,HS-grad,Married-civ-spouse,Husband,White,Male,0,0,48,United-States,<=50K
47,Private,Some-college,Married-civ-spouse,Husband,White,Male,0,0,45,United-States,<=50K
39,Private,Some-college,Divorced,Not-in-family,White,Male,0,0,45,United-States,<=50K
42,Self-emp-not-inc,HS-grad,Married-civ-spouse,Husband,White,Male,0,0,24,United-States,<=50K
52,Local-gov,Masters,Divorced,Not-in-family,White,Female,4787,0,60,United-States,>50K
45,Private,Bachelors,Married-civ-spouse,Husband,White,Male,0,0,40,United-States,>50K
44,Local-gov,HS-grad,Married-civ-spouse,Husband,White,Male,0,0,40,United-States,<=50K
50,Private,HS-grad,Married-civ-spouse,Husband,White,Male,0,0,40,United-States,<=50K
25,State-gov,Bachelors,Never-married,Not-in-family,Black,Female,0,0,40,United-States,<=50K
51,Private,Bachelors,Married-civ-spouse,Husband,White,Male,0,0,50,United-States,>50K
76,Private,Some-college,Divorced,Not-in-family,White,Female,0,0,20,United-States,<=50K
46,Private,Some-college,Married-civ-spouse,Husband,White,Male,0,0,50,United-States,>50K
49,Private,Bachelors,Married-civ-spouse,Husband,White,Male,0,0,40,United-States,<=50K
45,Private,Some-college,Divorced,Not-in-family,White,Male,0,0,50,United-States,<=50K
27,Private,Some-college,Never-married,Not-in-family,Black,Female,0,0,40,Others,<=50K
18,Private,HS-grad,Never-married,Not-in-family,White,Male,0,0,30,United-States,<=50K
55,Private,Masters,Married-civ-spouse,Husband,White,Male,99999,0,55,United-States,>50K
55,Self-emp-not-inc,HS-grad,Married-civ-spouse,Husband,White,Male,0,0,50,United-States,<=50K
54,Private,HS-grad,Never-married,Other-relative,White,Female,0,0,20,Others,<=50K
51,Private,Some-college,Married-civ-spouse,Husband,White,Male,0,0,45,United-States,<=50K
52,Local-gov,Some-college,Divorced,Not-in-family,White,Female,0,0,40,United-States,<=50K
64,Private,Doctorate,Married-civ-spouse,Husband,White,Male,0,0,60,United-States,>50K
51,State-gov,HS-grad,Never-married,Not-in-family,White,Male,0,0,40,United-States,<=50K
29,Private,HS-grad,Married-civ-spouse,Husband,White,Male,0,0,40,United-States,<=50K
62,Local-gov,Bachelors,Married-civ-spouse,Wife,White,Female,0,0,40,United-States,<=50K
31,Private,Some-college,Never-married,Not-in-family,Black,Female,0,0,40,United-States,<=50K
39,Private,HS-grad,Married-civ-spouse,Husband,White,Male,0,0,40,United-States,>50K
28,Self-emp-not-inc,Masters,Married-civ-spouse,Wife,White,Female,0,0,30,United-States,>50K
32,Private,Some-college,Married-civ-spouse,Husband,White,Male,0,0,60,United-States,>50K
19,Private,HS-grad,Never-married,Not-in-family,White,Female,0,0,40,United-States,<=50K
24,Private,HS-grad,Married-civ-spouse,Husband,White,Male,0,0,50,United-States,<=50K
47,Local-gov,Masters,Married-civ-spouse,Husband,White,Male,7688,0,60,United-States,>50K
36,Self-emp-not-inc,Some-college,Married-civ-spouse,Husband,White,Male,0,0,92,United-States,<=50K
21,Private,HS-grad,Never-married,Not-in-family,White,Male,0,0,40,United-States,<=50K
40,Private,Bachelors,Married-civ-spouse,Husband,White,Male,0,0,40,Others,<=50K
33,Private,Masters,Married-civ-spouse,Husband,White,Male,0,0,45,United-States,>50K
28,Private,Bachelors,Never-married,Not-in-family,White,Female,0,0,40,United-States,<=50K
27,Private,Some-college,Never-married,Not-in-family,Asian-Pac-Islander,Male,0,1876,45,Others,<=50K
39,Private,Masters,Never-married,Not-in-family,White,Male,0,0,60,United-States,<=50K
27,Private,HS-grad,Married-civ-spouse,Husband,White,Male,0,0,45,United-States,<=50K
46,Private,Bachelors,Never-married,Not-in-family,White,Male,0,0,55,United-States,>50K
39,State-gov,Bachelors,Never-married,Not-in-family,White,Male,2174,0,40,United-States,<=50K
55,Private,Some-college,Divorced,Not-in-family,White,Male,0,0,40,United-States,<=50K
32,Private,Bachelors,Never-married,Not-in-family,White,Male,0,0,40,United-States,<=50K
39,Self-emp-not-inc,Bachelors,Married-civ-spouse,Wife,White,Female,0,0,50,United-States,<=50K
55,Private,Some-college,Divorced,Not-in-family,White,Female,0,0,40,United-States,<=50K
47,State-gov,Bachelors,Married-civ-spouse,Husband,White,Male,0,0,45,United-States,>50K
31,Self-emp-not-inc,Bachelors,Never-married,Not-in-family,Black,Male,0,0,40,United-States,>50K
35,Private,HS-grad,Married-civ-spouse,Husband,White,Male,0,0,30,United-States,<=50K
22,Local-gov,Some-college,Never-married,Not-in-family,Asian-Pac-Islander,Female,0,0,40,Others,<=50K
24,Private,Some-college,Never-married,Not-in-family,White,Female,0,0,16,United-States,<=50K
33,Private,Bachelors,Married-civ-spouse,Husband,White,Male,0,0,25,United-States,>50K
44,Private,Some-college,Married-civ-spouse,Husband,White,Male,0,0,40,United-States,>50K
53,Private,HS-grad,Married-civ-spouse,Husband,Black,Male,0,1740,40,United-States,<=50K
40,Private,Bachelors,Never-married,Not-in-family,White,Female,0,0,45,United-States,<=50K
43,Private,HS-grad,Married-civ-spouse,Husband,White,Male,0,0,40,United-States,>50K
36,Private,Bachelors,Divorced,Not-in-family,White,Female,0,0,40,United-States,<=50K
47,State-gov,Some-college,Married-civ-spouse,Husband,White,Male,0,0,40,United-States,>50K
20,Private,Some-college,Never-married,Not-in-family,White,Male,0,0,40,United-States,<=50K
41,Private,Bachelors,Married-civ-spouse,Wife,White,Female,0,0,25,United-States,>50K
58,Private,Some-college,Married-civ-spouse,Wife,White,Female,0,0,36,United-States,<=50K
28,Private,Some-college,Never-married,Not-in-family,White,Male,0,0,42,United-States,<=50K
26,Private,Bachelors,Never-married,Not-in-family,White,Female,0,0,40,United-States,<=50K
55,Self-emp-not-inc,HS-grad,Married-civ-spouse,Husband,White,Male,0,0,40,United-States,<=50K
53,Private,Some-college,Married-civ-spouse,Husband,White,Male,0,0,40,United-States,<=50K
30,Private,Some-college,Never-married,Not-in-family,White,Male,0,0,40,United-States,<=50K
37,Private,Bachelors,Married-civ-spouse,Wife,White,Female,0,0,16,United-States,>50K
45,State-gov,Masters,Divorced,Not-in-family,White,Male,0,0,50,United-States,<=50K
48,Private,HS-grad,Married-civ-spouse,Wife,White,Female,0,0,50,United-States,<=50K
49,Private,Bachelors,Married-civ-spouse,Husband,White,Male,0,0,40,United-States,>50K
34,Self-emp-not-inc,HS-grad,Divorced,Not-in-family,White,Male,0,0,40,United-States,<=50K
39,Local-gov,Some-college,Never-married,Not-in-family,White,Female,2202,0,44,United-States,<=50K
26,Private,HS-grad,Never-married,Other-relative,White,Male,0,0,40,United-States,<=50K
52,Private,Bachelors,Married-civ-spouse,Husband,White,Male,0,0,40,United-States,>50K
35,Private,Bachelors,Married-civ-spouse,Wife,White,Female,0,0,30,United-States,>50K
46,Private,Bachelors,Married-civ-spouse,Husband,White,Male,0,0,30,United-States,>50K
49,Self-emp-not-inc,Some-college,Married-civ-spouse,Husband,White,Male,0,0,50,United-States,<=50K
40,Local-gov,Masters,Married-civ-spouse,Husband,White,Male,0,1902,48,United-States,>50K
25,Private,Bachelors,Married-civ-spouse,Husband,White,Male,0,0,40,United-States,>50K
24,Private,HS-grad,Never-married,Not-in-family,White,Male,0,0,40,United-States,<=50K
48,Self-emp-not-inc,Some-college,Married-civ-spouse,Husband,White,Male,0,0,60,United-States,<=50K
61,Private,Doctorate,Married-civ-spouse,Husband,White,Male,0,0,40,United-States,>50K
44,Self-emp-not-inc,HS-grad,Married-civ-spouse,Husband,White,Male,3137,0,50,United-States,<=50K
25,Private,Some-college,Married-civ-spouse,Husband,White,Male,0,0,16,United-States,<=50K
