cap-diameter,cap-shape,gill-attachment,gill-color,stem-height,stem-width,stem-color,season,class
108,0,0,3,0.4898413411899011,155,3,0.8884502877862838,1
189,0,0,3,0.434135495505292,160,3,0.8884502877862838,1
191,0,0,3,0.36649268288826675,159,3,0.9431945538974952,1
128,0,0,3,0.378429649820683,144,3,0.9431945538974952,1
153,0,0,3,0.7007277569959209,136,3,0.8884502877862838,1
171,0,0,3,0.5734001097168147,127,3,0.9431945538974952,1
149,0,0,3,0.652979889266256,138,3,0.8884502877862838,1
142,0,0,3,0.36649268288826675,136,6,0.8884502877862838,1
137,0,0,3,0.4619884183475966,146,6,0.9431945538974952,1
156,0,0,3,0.3983245947080434,160,3,0.8884502877862838,1
154,0,0,3,0.3505767269783785,160,3,0.9431945538974952,1
97,0,0,3,0.537589208919566,131,6,0.8884502877862838,1
157,0,0,3,0.3505767269783785,158,3,0.8884502877862838,1
117,0,0,3,0.3983245947080434,135,3,0.8884502877862838,1
93,0,0,3,0.7484756247255858,117,6,0.9431945538974952,1
129,0,0,3,0.28293391436135323,160,6,0.9431945538974952,1
102,0,0,3,0.6887907900635047,124,3,0.9431945538974952,1
145,0,0,3,0.4699463963025407,136,6,0.9431945538974952,1
130,0,0,3,0.38240863879815506,134,6,0.8884502877862838,1
115,0,0,3,0.4977993191448452,144,6,0.8884502877862838,1
118,0,0,3,0.27497593640640905,159,6,0.8884502877862838,1
189,0,0,3,0.41026156164045957,153,3,0.8884502877862838,1
128,0,0,3,0.485862352212429,128,6,0.8884502877862838,1
118,0,0,3,0.5694211207393426,138,6,0.9431945538974952,1
148,0,0,3,0.541568197897038,120,3,0.8884502877862838,1
156,0,0,3,0.3903666167530992,151,3,0.8884502877862838,1
143,0,0,3,0.43015650652781995,166,3,0.9431945538974952,1
183,0,0,3,0.4540304403926524,137,3,0.8884502877862838,1
155,0,0,3,0.541568197897038,132,6,0.8884502877862838,1
159,0,0,3,0.5256522419871498,143,6,0.9431945538974952,1
157,0,0,3,0.3426187490234343,167,6,0.8884502877862838,1
163,0,0,3,0.537589208919566,141,6,0.9431945538974952,1
96,0,0,3,0.47392538528001277,147,3,0.8884502877862838,1
166,0,0,3,0.3505767269783785,153,3,0.9431945538974952,1
173,0,0,3,0.36649268288826675,142,6,0.8884502877862838,1
156,0,0,3,0.32272380413607393,164,3,0.8884502877862838,1
168,0,0,3,0.593295054604175,134,6,0.8884502877862838,1
180,0,0,3,0.33863976004596225,149,6,0.9431945538974952,1
203,0,0,3,0.45800942937012445,128,3,0.8884502877862838,1
167,0,0,3,0.49382033016737314,141,3,0.9431945538974952,1
208,0,0,3,0.2511020025415766,190,3,0.9431945538974952,1
153,0,0,3,0.40230358368551544,155,3,0.9431945538974952,1
146,0,0,3,0.44607246243770826,150,6,0.9431945538974952,1
181,0,0,3,0.46596740732506864,145,3,0.8884502877862838,1
109,0,0,3,0.4699463963025407,135,3,0.8884502877862838,1
179,0,0,3,0.2670179584514649,163,6,0.9431945538974952,1
154,0,0,3,0.537589208919566,136,6,0.9431945538974952,1
159,0,0,3,0.6370639333563678,150,6,0.9431945538974952,1
153,0,0,3,0.6728748341536165,108,6,0.8884502877862838,1
109,0,0,3,0.44607246243770826,161,3,0.9431945538974952,1
149,0,0,3,0.4062825726629875,159,6,0.8884502877862838,1
134,0,0,3,0.3306817820910181,149,3,0.8884502877862838,1
161,0,0,3,0.6052320215365912,136,3,0.9431945538974952,1
157,0,0,3,0.2232490796992721,162,6,0.8884502877862838,1
151,0,0,3,0.597274043581647,132,6,0.8884502877862838,1
212,0,0,3,0.4500514514151803,144,3,0.9431945538974952,1
134,0,0,3,0.5296312309646218,157,3,0.8884502877862838,1
202,0,0,3,0.3346607710684902,152,3,0.8884502877862838,1
166,0,0,3,0.18743817890202344,168,3,0.8884502877862838,1
140,0,0,3,0.5057572970997893,154,6,0.8884502877862838,1
125,0,0,3,0.6131899994915354,132,3,0.9431945538974952,1
131,0,0,3,0.35455571595585056,147,6,0.8884502877862838,1
207,0,0,3,0.4062825726629875,159,6,0.9431945538974952,1
113,0,0,3,0.5574841538069263,127,3,0.9431945538974952,1
204,0,0,3,0.23916503560916041,172,6,0.8884502877862838,1
156,0,0,3,0.5137152750547335,146,3,0.8884502877862838,1
189,0,0,3,0.4221985285728758,172,3,0.8884502877862838,1
97,0,0,3,0.5535051648294542,145,3,0.8884502877862838,1
171,0,0,3,0.3028288592487136,173,3,0.9431945538974952,1
160,0,0,3,0.40230358368551544,141,6,0.8884502877862838,1
117,0,0,3,0.5574841538069263,122,3,0.8884502877862838,1
155,0,0,3,0.46596740732506864,138,6,0.8884502877862838,1
210,0,0,3,0.31078683720365774,166,3,0.8884502877862838,1
174,0,0,3,0.270996947428937,187,6,0.9431945538974952,1
94,0,0,3,0.597274043581647,141,3,0.8884502877862838,1
149,0,0,3,0.4619884183475966,137,6,0.9431945538974952,1
127,0,0,3,0.38638762777562713,156,6,0.8884502877862838,1
134,0,0,3,0.5455471868745101,135,6,0.8884502877862838,1
98,0,0,3,0.4221985285728758,154,3,0.8884502877862838,1
170,0,0,3,0.5057572970997893,156,6,0.9431945538974952,1
88,0,0,3,0.5336102199420939,131,3,0.9431945538974952,1
183,0,0,3,0.4500514514151803,156,6,0.9431945538974952,1
107,0,0,3,0.47790437425748483,129,3,0.9431945538974952,1
150,0,0,3,0.3983245947080434,124,3,0.8884502877862838,1
141,0,0,3,0.4619884183475966,136,3,0.9431945538974952,1
103,0,0,3,0.6927697790409768,99,3,0.8884502877862838,1
195,0,0,3,0.2988498702712415,171,6,0.8884502877862838,1
173,0,0,3,0.5654421317618704,139,3,0.9431945538974952,1
97,0,0,3,0.7405176467706417,109,3,0.8884502877862838,1
199,0,0,3,0.2272280686767442,172,3,0.9431945538974952,1
185,0,0,3,0.31874481515860187,168,6,0.8884502877862838,1
54,0,0,3,0.3426187490234343,165,3,0.9431945538974952,1
136,0,0,3,0.5017783081223173,130,3,0.9431945538974952,1
170,0,0,3,0.5535051648294542,181,3,0.8884502877862838,1
152,0,0,3,0.5614631427843984,130,3,0.9431945538974952,1
177,0,0,3,0.38240863879815506,170,6,0.9431945538974952,1
107,0,0,3,0.4062825726629875,151,3,0.8884502877862838,1
189,0,0,3,0.5654421317618704,128,6,0.8884502877862838,1
88,0,0,3,0.6848118010860327,95,6,0.9431945538974952,1
156,0,0,3,0.3903666167530992,138,6,0.9431945538974952,1
120,0,0,3,0.5495261758519822,137,6,0.8884502877862838,1
158,0,0,3,0.49382033016737314,131,6,0.8884502877862838,1
147,0,0,3,0.4261775175503479,144,6,0.8884502877862838,1
161,0,0,3,0.5495261758519822,145,6,0.8884502877862838,1
133,0,0,3,0.32670279311354605,174,6,0.8884502877862838,1
211,0,0,3,0.4818833632349569,147,6,0.8884502877862838,1
166,0,0,3,0.47392538528001277,149,6,0.8884502877862838,1
150,0,0,3,0.5455471868745101,133,6,0.9431945538974952,1
148,0,0,3,0.3147658261811298,174,6,0.8884502877862838,1
111,0,0,3,0.47790437425748483,146,6,0.9431945538974952,1
180,0,0,3,0.2869129033388253,152,3,0.8884502877862838,1
152,0,0,3,0.7246016908607534,121,6,0.9431945538974952,1
149,0,0,3,0.45800942937012445,159,6,0.9431945538974952,1
114,0,0,3,0.35455571595585056,140,3,0.9431945538974952,1
117,0,0,3,0.4818833632349569,144,6,0.8884502877862838,1
199,0,0,3,0.4540304403926524,151,6,0.9431945538974952,1
125,0,0,3,0.4699463963025407,147,3,0.9431945538974952,1
151,0,0,3,0.5057572970997893,138,3,0.9431945538974952,1
130,0,0,3,0.597274043581647,111,6,0.9431945538974952,1
98,0,0,3,0.6728748341536165,113,6,0.8884502877862838,1
171,0,0,3,0.3505767269783785,149,6,0.8884502877862838,1
144,0,0,3,0.43015650652781995,156,3,0.8884502877862838,1
198,0,0,3,0.270996947428937,184,3,0.8884502877862838,1
152,0,0,3,0.2590599804965208,165,6,0.9431945538974952,1
152,0,0,3,0.6012530325591191,130,6,0.9431945538974952,1
170,0,0,3,0.3465977380009064,162,6,0.9431945538974952,1
163,0,0,3,0.3943456057305713,157,6,0.9431945538974952,1
133,0,0,3,0.41424055061793164,148,3,0.9431945538974952,1
129,0,0,3,0.6609378672212003,114,3,0.8884502877862838,1
188,0,0,3,0.10785839935258197,185,3,0.9431945538974952,1
160,0,0,3,0.40230358368551544,143,6,0.9431945538974952,1
148,0,0,3,0.4062825726629875,139,3,0.9431945538974952,1
140,0,0,3,0.4500514514151803,133,6,0.8884502877862838,1
142,0,0,3,0.5694211207393426,146,3,0.9431945538974952,1
178,0,0,3,0.5017783081223173,152,6,0.9431945538974952,1
139,0,0,3,0.4818833632349569,145,3,0.9431945538974952,1
134,0,0,3,0.3585347049333226,140,6,0.8884502877862838,1
162,0,0,3,0.41026156164045957,154,6,0.8884502877862838,1
142,0,0,3,0.38638762777562713,170,6,0.8884502877862838,1
162,0,0,3,0.4420934734602362,140,3,0.9431945538974952,1
197,0,0,3,0.41026156164045957,145,3,0.9431945538974952,1
108,0,0,3,0.6291059554014237,147,6,0.9431945538974952,1
176,0,0,3,0.541568197897038,130,3,0.8884502877862838,1
138,0,0,3,0.36649268288826675,154,6,0.9431945538974952,1
140,0,0,3,0.652979889266256,144,6,0.9431945538974952,1
138,0,0,3,0.4261775175503479,140,3,0.8884502877862838,1
213,0,0,3,0.23916503560916041,198,6,0.8884502877862838,1
197,6,0,7,0.055280148723773063,218,6,0.8884502877862838,1
202,6,0,10,0.09990042139763781,191,11,0.8884502877862838,1
196,6,0,10,0.536737814997894,211,11,0.8884502877862838,1
210,6,0,7,0.6242755725022796,194,6,0.8884502877862838,1
194,6,0,7,0.24314402458663248,180,11,0.9431945538974952,1
212,6,0,10,0.43726309056109214,207,6,0.8884502877862838,1
205,6,0,7,0.1357113221948865,199,11,0.9431945538974952,1
190,6,0,7,0.6043806276149193,227,6,0.9431945538974952,1
212,6,0,7,0.6004016386374472,220,11,0.9431945538974952,1
194,6,0,10,0.7078343410291932,193,6,0.8884502877862838,1
201,6,0,7,0.19141716787949553,169,6,0.9431945538974952,1
228,6,0,7,0.5725487157951427,208,6,0.8884502877862838,1
196,6,0,7,0.5168428701105336,214,6,0.9431945538974952,1
194,6,0,10,0.05925913770124514,195,6,0.9431945538974952,1
202,6,0,7,0.10302801645343795,201,6,0.9431945538974952,1
197,6,0,7,0.4133891566962597,219,11,0.9431945538974952,1
210,6,0,7,0.2025027408902398,177,11,0.9431945538974952,1
226,6,0,10,0.1109859944083821,192,6,0.9431945538974952,1
216,6,0,7,0.8789308670604924,205,11,0.8884502877862838,1
192,6,0,7,0.15958525605971893,162,6,0.8884502877862838,1
221,6,0,10,0.5327588260204219,202,6,0.9431945538974952,1
192,6,0,10,0.04419457571302878,191,11,0.8884502877862838,1
185,6,0,10,0.807309065465995,206,6,0.9431945538974952,1
212,6,0,10,0.17067082907046321,197,11,0.9431945538974952,1
199,6,0,7,0.25025060861990467,184,6,0.8884502877862838,1
211,6,0,7,0.28606150941715336,195,6,0.9431945538974952,1
201,6,0,7,0.7794561426236906,204,6,0.9431945538974952,1
202,6,0,7,0.4014521897638435,212,11,0.8884502877862838,1
229,6,0,10,0.640191528412168,214,11,0.9431945538974952,1
189,6,0,10,0.5248008480654778,194,11,0.9431945538974952,1
204,6,0,10,0.06721711565618929,178,11,0.8884502877862838,1
181,6,0,10,0.18743817890202344,192,11,0.8884502877862838,1
195,6,0,10,0.24229263066496054,193,6,0.8884502877862838,1
275,6,0,7,0.9983005363846545,230,6,0.8884502877862838,1
218,6,0,10,0.2900404983946254,211,6,0.8884502877862838,1
199,6,0,7,0.10387941037510989,188,6,0.8884502877862838,1
200,6,0,7,0.1953961568569676,181,11,0.9431945538974952,1
208,6,0,7,0.5128638811330616,192,11,0.8884502877862838,1
237,6,0,10,0.9266787347901573,196,11,0.8884502877862838,1
212,6,0,10,0.8550569331956599,226,6,0.9431945538974952,1
210,6,0,7,0.11183738833005404,189,11,0.8884502877862838,1
229,6,0,7,0.6879393961418329,223,11,0.8884502877862838,1
199,6,0,7,0.3934942118088994,188,6,0.9431945538974952,1
213,6,0,10,0.10700700543091003,194,11,0.9431945538974952,1
206,6,0,7,0.08398446548774952,192,11,0.8884502877862838,1
203,6,0,10,0.695897374096777,197,6,0.8884502877862838,1
208,6,0,10,0.4213471346512039,211,11,0.9431945538974952,1
208,6,0,10,0.09507003849849381,196,6,0.9431945538974952,1
178,6,0,10,0.13969031117235856,178,6,0.9431945538974952,1
217,6,0,7,1.0341114371819033,211,6,0.8884502877862838,1
187,6,0,10,0.44124207953856426,198,11,0.9431945538974952,1
228,6,0,7,0.7714981646687463,218,11,0.8884502877862838,1
226,6,0,10,0.08313307156607759,196,6,0.9431945538974952,1
225,6,0,7,0.25820858657484885,196,11,0.9431945538974952,1
210,6,0,7,0.429305112606148,173,11,0.8884502877862838,1
202,6,0,7,0.5566327598852544,194,11,0.9431945538974952,1
191,6,0,10,0.32272380413607393,182,11,0.9431945538974952,1
205,6,0,10,0.3815572448764831,177,6,0.9431945538974952,1
195,6,0,10,0.08000547651027745,211,6,0.9431945538974952,1
234,6,0,7,1.0301324482044312,213,6,0.9431945538974952,1
185,6,0,7,0.22637667475507225,184,11,0.8884502877862838,1
193,6,0,7,0.07517509361113343,188,11,0.8884502877862838,1
213,6,0,10,0.5446957929528382,209,11,0.8884502877862838,1
196,6,0,10,0.05925913770124514,162,6,0.9431945538974952,1
205,6,0,10,0.6760024292094166,199,6,0.8884502877862838,1
189,6,0,7,0.13883891725068662,180,11,0.9431945538974952,1
204,6,0,10,0.7476242308039139,225,6,0.9431945538974952,1
175,6,0,7,0.4332841015836201,204,11,0.9431945538974952,1
173,6,0,10,0.1905657739578236,191,11,0.8884502877862838,1
230,6,0,7,0.9346367127451014,203,6,0.8884502877862838,1
237,6,0,7,1.173376051393426,204,11,0.8884502877862838,1
191,6,0,10,0.6688958451761444,170,6,0.9431945538974952,1
246,6,0,7,1.3166196545824205,236,6,0.9431945538974952,1
194,6,0,7,0.4699463963025407,156,6,0.8884502877862838,1
192,6,0,10,0.21131211276685588,173,6,0.8884502877862838,1
210,6,0,10,0.5287798370429498,210,6,0.8884502877862838,1
217,6,0,7,0.01236266389325219,190,11,0.8884502877862838,1
211,6,0,7,0.7157923189841373,196,6,0.8884502877862838,1
191,6,0,7,1.396199434131862,223,11,0.8884502877862838,1
190,6,0,10,0.37757825589901106,181,11,0.9431945538974952,1
224,6,0,7,0.5009269142006454,185,11,0.8884502877862838,1
215,6,0,10,0.9346367127451014,212,6,0.8884502877862838,1
184,6,0,7,0.5614631427843984,163,11,0.8884502877862838,1
230,6,0,7,0.7874141205786347,225,11,0.8884502877862838,1
202,6,0,7,0.640191528412168,227,6,0.9431945538974952,1
195,6,0,7,0.1905657739578236,178,11,0.9431945538974952,1
180,6,0,10,0.11894397236332625,188,6,0.8884502877862838,1
202,6,0,10,0.0194692479265244,176,11,0.9431945538974952,1
199,6,0,7,0.18260779600287944,177,6,0.9431945538974952,1
224,6,0,7,1.1972499852582583,231,6,0.9431945538974952,1
191,6,0,10,0.31391443225945787,189,6,0.9431945538974952,1
195,6,0,7,0.09592143242016575,193,6,0.9431945538974952,1
194,6,0,10,0.20648172986771188,176,6,0.8884502877862838,1
245,6,0,10,0.6760024292094166,213,11,0.8884502877862838,1
209,6,0,10,0.588464671705031,206,11,0.9431945538974952,1
209,6,0,7,0.2670179584514649,166,6,0.8884502877862838,1
182,6,0,10,0.2621875755523209,201,11,0.9431945538974952,1
188,6,0,10,0.023448236903996476,177,6,0.8884502877862838,1
211,6,0,10,0.08398446548774952,189,6,0.9431945538974952,1
225,6,0,10,0.28606150941715336,200,11,0.9431945538974952,1
198,6,0,7,0.15077588418310284,195,11,0.8884502877862838,1
218,6,0,10,0.7555822087588581,218,6,0.9431945538974952,1
221,6,0,10,0.5685697268176706,212,11,0.9431945538974952,1
180,6,0,10,0.3855362338539552,179,6,0.8884502877862838,1
214,6,0,10,0.5924436606825031,229,6,0.8884502877862838,1
203,6,0,7,0.8789308670604924,205,6,0.9431945538974952,1
201,6,0,10,0.3068078482261857,178,6,0.9431945538974952,1
200,6,0,7,0.04732217076882892,166,11,0.8884502877862838,1
236,6,0,7,0.27014555350726505,196,6,0.9431945538974952,1
197,6,0,7,0.1269019503182704,202,11,0.8884502877862838,1
215,6,0,10,0.6760024292094166,181,11,0.9431945538974952,1
210,6,0,7,0.42532612362867595,198,11,0.8884502877862838,1
212,6,0,10,0.4492000574935084,179,6,0.8884502877862838,1
238,6,0,7,0.6760024292094166,206,6,0.8884502877862838,1
182,6,0,10,0.055280148723773063,175,6,0.8884502877862838,1
171,6,0,7,0.17550121196960722,178,11,0.8884502877862838,1
234,6,0,7,0.6004016386374472,219,6,0.9431945538974952,1
205,6,0,7,0.04334318179135684,175,6,0.9431945538974952,1
195,6,0,10,0.4261775175503479,171,6,0.9431945538974952,1
212,6,0,7,0.0720474985553333,191,6,0.9431945538974952,1
229,6,0,10,0.7436452418264419,217,6,0.8884502877862838,1
195,6,0,7,0.007532280994108179,173,11,0.9431945538974952,1
205,6,0,10,0.163564245037191,174,11,0.9431945538974952,1
188,6,0,7,0.0353852038364127,173,11,0.9431945538974952,1
169,6,0,7,0.29089189231629736,160,11,0.8884502877862838,1
223,6,0,10,0.5964226496599752,219,11,0.9431945538974952,1
215,6,0,7,0.39747320078637144,200,11,0.8884502877862838,1
193,6,0,10,0.6799814181868887,199,6,0.8884502877862838,1
184,6,0,7,0.13883891725068662,202,6,0.9431945538974952,1
205,6,0,7,0.31874481515860187,168,11,0.8884502877862838,1
206,6,0,10,0.158733862138047,194,11,0.9431945538974952,1
204,6,0,7,0.7595611977363301,199,11,0.8884502877862838,1
221,6,0,10,0.7476242308039139,233,6,0.9431945538974952,1
221,6,0,10,0.5964226496599752,206,6,0.9431945538974952,1
211,6,0,7,0.24229263066496054,211,11,0.9431945538974952,1
212,6,0,10,1.1614390844610096,207,11,0.9431945538974952,1
208,6,0,10,0.023448236903996476,194,6,0.8884502877862838,1
206,6,0,7,0.05925913770124514,201,11,0.9431945538974952,1
182,6,0,10,0.2869129033388253,170,11,0.9431945538974952,1
219,6,0,10,0.3934942118088994,200,11,0.8884502877862838,1
203,6,0,10,0.06721711565618929,183,6,0.9431945538974952,1
198,6,0,10,0.28606150941715336,182,6,0.8884502877862838,1
193,6,0,10,0.08398446548774952,207,11,0.9431945538974952,1
233,6,0,7,1.2728507758302277,218,6,0.9431945538974952,1
215,6,0,7,0.9425946907000455,197,6,0.8884502877862838,1
210,6,0,7,0.9187207568352131,206,11,0.8884502877862838,1
236,6,0,10,1.4797582026587754,230,11,0.8884502877862838,1
205,6,0,10,0.1269019503182704,209,11,0.8884502877862838,1
228,6,0,10,0.5964226496599752,213,11,0.8884502877862838,1
138,6,0,10,0.45800942937012445,191,6,0.8884502877862838,1
182,6,0,10,0.21046071884518394,192,6,0.8884502877862838,1
201,6,0,10,0.1953961568569676,163,6,0.9431945538974952,1
186,6,0,10,0.10302801645343795,186,11,0.9431945538974952,1
196,6,0,7,0.3099354432819858,222,6,0.9431945538974952,1
205,6,0,10,0.7396662528489698,199,11,0.8884502877862838,1
213,6,0,7,0.48898994726822914,216,11,0.8884502877862838,1
197,6,0,10,0.09507003849849381,164,6,0.8884502877862838,1
207,6,0,7,0.12292296134079832,188,6,0.8884502877862838,1
180,6,0,7,0.06323812667871721,190,6,0.9431945538974952,1
221,6,0,10,0.9903425584297104,205,6,0.9431945538974952,1
173,6,0,7,0.17067082907046321,183,6,0.8884502877862838,1
193,6,0,10,0.10302801645343795,192,11,0.8884502877862838,1
201,6,0,7,0.20648172986771188,189,6,0.8884502877862838,1
184,6,0,10,0.6171689884690075,160,11,0.8884502877862838,1
230,6,0,10,0.6521284953445842,215,6,0.8884502877862838,1
192,6,0,7,0.10302801645343795,175,6,0.8884502877862838,1
203,6,0,10,0.5049059031781175,192,11,0.8884502877862838,1
207,6,0,7,0.962489635587406,214,6,0.8884502877862838,1
224,6,0,10,0.3934942118088994,218,6,0.8884502877862838,1
230,6,0,10,0.8510779442181878,207,11,0.8884502877862838,1
194,6,0,10,0.1905657739578236,186,6,0.8884502877862838,1
217,6,0,10,1.2211239191230907,233,11,0.9431945538974952,1
188,6,0,10,0.16271285111551906,184,11,0.9431945538974952,1
216,6,0,7,0.31391443225945787,177,11,0.9431945538974952,1
197,6,0,7,0.5685697268176706,190,6,0.9431945538974952,1
202,6,0,10,0.4173681456737318,180,11,0.9431945538974952,1
187,6,0,10,0.40941016771878763,187,11,0.8884502877862838,1
178,6,0,10,0.64417051738964,188,6,0.9431945538974952,1
176,6,0,7,0.45800942937012445,172,11,0.9431945538974952,1
200,6,0,10,0.2184186968001281,172,6,0.9431945538974952,1
233,6,0,7,0.25820858657484885,205,11,0.9431945538974952,1
207,6,0,7,0.29799847634956955,192,6,0.8884502877862838,1
200,6,0,7,1.0619643600242077,215,11,0.8884502877862838,1
194,6,0,7,0.27810353146220923,213,6,0.8884502877862838,1
195,6,0,10,0.27014555350726505,200,11,0.8884502877862838,1
184,6,0,10,0.3298303881693462,184,6,0.8884502877862838,1
194,6,0,10,0.14366930014983062,173,11,0.8884502877862838,1
225,6,0,7,1.3603885333346133,220,6,0.9431945538974952,1
176,6,0,7,0.6211479774464795,167,6,0.8884502877862838,1
200,6,0,7,0.8232250213758834,203,6,0.9431945538974952,1
197,6,0,7,0.4651160134033967,215,11,0.8884502877862838,1
196,6,0,10,0.8232250213758834,189,11,0.8884502877862838,1
199,6,0,7,0.16669184009299115,188,11,0.8884502877862838,1
158,6,0,7,0.9076351838244688,155,11,0.9431945538974952,1
199,6,0,10,0.3576833110116507,182,6,0.9431945538974952,1
203,6,0,10,0.5765277047726147,189,6,0.8884502877862838,1
181,6,0,10,0.06011053162291708,157,11,0.9431945538974952,1
207,6,0,10,0.06323812667871721,171,11,0.8884502877862838,1
191,6,0,10,0.23035566373254432,200,6,0.8884502877862838,1
218,6,0,10,0.8192460323984113,204,11,0.8884502877862838,1
188,6,0,7,0.38240863879815506,176,6,0.9431945538974952,1
182,6,0,10,0.1865867849803515,194,6,0.9431945538974952,1
190,6,0,7,0.06408952060038915,201,6,0.9431945538974952,1
196,6,0,10,0.3457463440792345,206,6,0.9431945538974952,1
180,6,0,7,0.09592143242016575,177,11,0.9431945538974952,1
224,6,0,7,0.46909500238086876,207,6,0.9431945538974952,1
201,6,0,10,0.06408952060038915,185,6,0.8884502877862838,1
203,6,0,7,0.4332841015836201,213,6,0.9431945538974952,1
171,6,0,10,0.11979536628499819,173,6,0.9431945538974952,1
213,6,0,7,0.42532612362867595,218,11,0.8884502877862838,1
222,6,0,7,0.10302801645343795,178,11,0.9431945538974952,1
210,6,0,10,0.12377435526247026,193,6,0.9431945538974952,1
210,6,0,10,0.48103196931328496,217,6,0.8884502877862838,1
180,6,0,10,0.008383674915780117,214,6,0.9431945538974952,1
222,6,0,7,1.0619643600242077,221,11,0.8884502877862838,1
222,6,0,7,1.237039875032979,219,6,0.8884502877862838,1
203,6,0,7,0.9346367127451014,209,6,0.9431945538974952,1
187,6,0,10,0.27014555350726505,195,6,0.9431945538974952,1
239,6,0,7,0.910762778880269,220,11,0.8884502877862838,1
204,6,0,10,0.158733862138047,184,11,0.8884502877862838,1
194,6,0,10,0.23035566373254432,188,11,0.9431945538974952,1
185,6,0,7,0.36962027794406693,189,6,0.9431945538974952,1
183,6,0,10,0.10302801645343795,176,6,0.8884502877862838,1
189,6,0,10,0.37445066084321094,170,6,0.9431945538974952,1
201,6,0,10,0.541568197897038,187,11,0.9431945538974952,1
191,6,0,10,0.2462716196424326,190,11,0.9431945538974952,1
204,6,0,7,0.06721711565618929,190,11,0.8884502877862838,1
211,6,0,7,0.6680444512544724,192,11,0.8884502877862838,1
196,6,0,7,0.163564245037191,176,6,0.8884502877862838,1
197,6,0,10,0.5805066937500868,218,6,0.8884502877862838,1
205,6,0,7,0.29089189231629736,188,6,0.8884502877862838,1
185,6,0,10,0.03936419281388477,179,11,0.8884502877862838,1
237,6,0,7,0.3815572448764831,228,11,0.9431945538974952,1
196,6,0,7,0.44607246243770826,204,11,0.8884502877862838,1
218,6,0,10,0.6521284953445842,212,11,0.8884502877862838,1
211,6,0,7,0.38951522283142725,210,11,0.9431945538974952,1
227,6,0,10,0.9187207568352131,209,6,0.8884502877862838,1
211,6,0,7,0.3258513991918741,199,6,0.9431945538974952,1
188,6,0,10,0.015490258949052328,176,6,0.9431945538974952,1
234,6,0,7,0.2462716196424326,205,11,0.8884502877862838,1
242,6,0,10,1.2768297648076998,238,6,0.8884502877862838,1
214,6,0,10,0.7675191756912743,205,6,0.8884502877862838,1
175,6,0,7,0.16754323401466306,186,6,0.9431945538974952,1
223,6,0,7,0.3298303881693462,212,11,0.8884502877862838,1
224,6,0,10,0.27014555350726505,195,6,0.9431945538974952,1
203,6,0,10,0.09194244344269367,192,6,0.8884502877862838,1
223,6,0,10,0.8112880544434671,192,11,0.8884502877862838,1
202,6,0,7,0.38638762777562713,185,11,0.9431945538974952,1
183,6,0,7,0.266166564529793,158,6,0.9431945538974952,1
235,6,0,10,0.5526537709077823,207,6,0.9431945538974952,1
237,6,0,7,1.6787076515323793,228,6,0.9431945538974952,1
197,6,0,10,0.6123386055698634,223,11,0.8884502877862838,1
190,6,0,7,0.13883891725068662,192,11,0.8884502877862838,1
227,6,0,10,0.36962027794406693,208,11,0.9431945538974952,1
190,6,0,10,0.11496498338585417,190,11,0.9431945538974952,1
217,6,0,7,0.64417051738964,191,11,0.9431945538974952,1
224,6,0,7,0.17067082907046321,207,6,0.8884502877862838,1
200,6,0,10,0.17862880702540737,188,11,0.9431945538974952,1
215,6,0,7,0.04334318179135684,190,11,0.8884502877862838,1
183,6,0,7,0.2741245424847371,195,11,0.8884502877862838,1
245,6,0,10,0.699876363074249,220,6,0.9431945538974952,1
183,6,0,7,0.5645907378401985,211,6,0.9431945538974952,1
218,6,0,10,0.8192460323984113,221,11,0.8884502877862838,1
226,6,0,7,0.2940194873720975,187,11,0.9431945538974952,1
202,6,0,7,0.11979536628499819,210,6,0.8884502877862838,1
208,6,0,7,0.015490258949052328,204,6,0.9431945538974952,1
201,6,0,7,0.4898413411899011,178,11,0.8884502877862838,1
169,6,0,10,0.07602648753280537,183,6,0.8884502877862838,1
205,6,0,7,0.962489635587406,210,6,0.8884502877862838,1
195,6,0,7,0.6282545614797517,211,11,0.9431945538974952,1
218,6,0,10,0.47790437425748483,175,6,0.9431945538974952,1
202,6,0,10,0.1109859944083821,172,11,0.8884502877862838,1
204,6,0,7,0.02742722588146855,192,6,0.8884502877862838,1
199,6,0,10,0.16669184009299115,203,11,0.8884502877862838,1
204,6,0,7,0.23916503560916041,186,11,0.9431945538974952,1
202,6,0,10,0.27014555350726505,199,11,0.8884502877862838,1
236,6,0,10,0.966468624564878,219,6,0.8884502877862838,1
187,6,0,10,0.23916503560916041,199,11,0.9431945538974952,1
220,6,0,10,0.9943215474071825,218,11,0.8884502877862838,1
202,6,0,7,0.16669184009299115,176,11,0.8884502877862838,1
197,6,0,7,0.8272040103533554,203,6,0.9431945538974952,1
186,6,0,10,0.33380937714681824,188,6,0.9431945538974952,1
193,6,0,10,0.2820825204396813,210,6,0.8884502877862838,1
219,6,0,7,0.22239768577760016,202,6,0.8884502877862838,1
179,6,0,7,0.28293391436135323,171,11,0.8884502877862838,1
202,6,0,7,0.4571580354484525,201,11,0.9431945538974952,1
230,6,0,10,0.5805066937500868,205,11,0.8884502877862838,1
204,6,0,10,0.9545316576324617,213,11,0.9431945538974952,1
230,6,0,10,0.8510779442181878,196,6,0.8884502877862838,1
214,6,0,10,0.3815572448764831,186,6,0.9431945538974952,1
